
******************************************
               Running on cuda:0 
******************************************
Regulariser          :         2-norm , 0.1
Dataset              :              Covtype
Data size            :         (581012, 54)
No. Samples          :               581012
Dimensions           :                  378
x0                   :              uniform
Algorithm            :     FaithfulNewtonCR
..............................................................................................................................
     ite     |    inite    |    dtype    |    orcs     |    time     |      f      |   g_norm    |    alpha    |     acc     
    10666    |    60436    |   154.84    | 7.5545e-01  | 1.0705e-04  |      1      |  1.00e+00   |    0.00     
    10667    |    60442    |   154.85    | 7.5545e-01  | 6.7060e-05  |      2      |  2.00e+00   |    0.00     
    10668    |    60448    |   154.87    | 7.5545e-01  | 3.4045e-04  |      2      |  2.00e+00   |    0.00     
    10669    |    60454    |   154.88    | 7.5545e-01  | 2.2184e-04  |      2      |  2.00e+00   |    0.00     
    10670    |    60458    |   154.89    | 7.5545e-01  | 1.1945e-04  |      1      |  1.00e+00   |    0.00     
    10671    |    60462    |   154.90    | 7.5545e-01  | 1.2406e-04  |      1      |  1.00e+00   |    0.00     
    10672    |    60468    |   154.92    | 7.5545e-01  | 2.3084e-04  |      2      |  2.00e+00   |    0.00     
    10673    |    60474    |   154.93    | 7.5545e-01  | 4.6284e-04  |      2      |  2.00e+00   |    0.00     
    10674    |    60478    |   154.94    | 7.5545e-01  | 8.9472e-05  |      1      |  1.00e+00   |    0.00     
    10675    |    60484    |   154.96    | 7.5545e-01  | 1.4104e-04  |      2      |  2.00e+00   |    0.00     
    10676    |    60490    |   154.97    | 7.5545e-01  | 1.3620e-04  |      2      |  2.00e+00   |    0.00     
    10677    |    60494    |   154.98    | 7.5545e-01  | 1.1936e-04  |      1      |  1.00e+00   |    0.00     
    10678    |    60498    |   154.99    | 7.5545e-01  | 1.3554e-04  |      1      |  1.00e+00   |    0.00     
    10679    |    60508    |   155.02    | 7.5545e-01  | 7.3273e-05  |      2      |  2.54e-01   |    0.00     
    10680    |    60514    |   155.03    | 7.5545e-01  | 1.1715e-04  |      2      |  2.00e+00   |    0.00     
    10681    |    60520    |   155.05    | 7.5545e-01  | 1.2506e-04  |      2      |  2.00e+00   |    0.00     
    10682    |    60524    |   155.06    | 7.5545e-01  | 1.9870e-04  |      1      |  1.00e+00   |    0.00     
    10683    |    60528    |   155.07    | 7.5545e-01  | 9.3657e-05  |      1      |  1.00e+00   |    0.00     
    10684    |    60532    |   155.08    | 7.5545e-01  | 1.6681e-04  |      1      |  1.00e+00   |    0.00     
    10685    |    60536    |   155.09    | 7.5545e-01  | 1.5055e-04  |      1      |  1.00e+00   |    0.00     
    10686    |    60540    |   155.09    | 7.5545e-01  | 9.9240e-05  |      1      |  1.00e+00   |    0.00     
    10687    |    60544    |   155.10    | 7.5545e-01  | 5.8955e-05  |      1      |  1.00e+00   |    0.00     
    10688    |    60548    |   155.11    | 7.5545e-01  | 1.2877e-04  |      1      |  1.00e+00   |    0.00     
    10689    |    60552    |   155.12    | 7.5545e-01  | 6.8663e-05  |      1      |  1.00e+00   |    0.00     
    10690    |    60562    |   155.15    | 7.5545e-01  | 1.7210e-04  |      2      |  2.48e-01   |    0.00     
    10691    |    60566    |   155.16    | 7.5545e-01  | 7.4200e-05  |      1      |  1.00e+00   |    0.00     
    10692    |    60570    |   155.17    | 7.5545e-01  | 6.4724e-05  |      1      |  1.00e+00   |    0.00     
    10693    |    60576    |   155.19    | 7.5545e-01  | 1.5859e-04  |      2      |  2.00e+00   |    0.00     
    10694    |    60584    |   155.21    | 7.5545e-01  | 1.2345e-04  |      3      |  4.00e+00   |    0.00     
    10695    |    60594    |   155.24    | 7.5545e-01  | 3.4430e-04  |      2      |  2.36e-01   |    0.00     
    10696    |    60598    |   155.25    | 7.5545e-01  | 1.1282e-04  |      1      |  1.00e+00   |    0.00     
    10697    |    60602    |   155.26    | 7.5545e-01  | 7.6548e-05  |      1      |  1.00e+00   |    0.00     
    10698    |    60608    |   155.27    | 7.5545e-01  | 2.0273e-04  |      2      |  2.00e+00   |    0.00     
    10699    |    60614    |   155.29    | 7.5545e-01  | 8.1762e-05  |      2      |  2.00e+00   |    0.00     
    10700    |    60618    |   155.30    | 7.5545e-01  | 6.5246e-05  |      1      |  1.00e+00   |    0.00     
    10701    |    60624    |   155.31    | 7.5545e-01  | 8.9987e-05  |      2      |  2.00e+00   |    0.00     
    10702    |    60630    |   155.33    | 7.5545e-01  | 1.0370e-04  |      2      |  2.00e+00   |    0.00     
    10703    |    60640    |   155.36    | 7.5545e-01  | 1.4502e-04  |      2      |  6.14e-01   |    0.00     
    10704    |    60646    |   155.37    | 7.5545e-01  | 9.2888e-05  |      2      |  2.00e+00   |    0.00     
    10705    |    60652    |   155.39    | 7.5545e-01  | 5.3241e-05  |      2      |  2.00e+00   |    0.00     
    10706    |    60656    |   155.40    | 7.5545e-01  | 8.0080e-05  |      1      |  1.00e+00   |    0.00     
    10707    |    60662    |   155.41    | 7.5545e-01  | 7.6651e-05  |      2      |  2.00e+00   |    0.00     
    10708    |    60668    |   155.42    | 7.5545e-01  | 7.1239e-05  |      2      |  2.00e+00   |    0.00     
    10709    |    60672    |   155.43    | 7.5545e-01  | 6.6486e-05  |      1      |  1.00e+00   |    0.00     
    10710    |    60676    |   155.44    | 7.5545e-01  | 1.8543e-04  |      1      |  1.00e+00   |    0.00     
    10711    |    60680    |   155.45    | 7.5545e-01  | 1.2634e-04  |      1      |  1.00e+00   |    0.00     
    10712    |    60684    |   155.46    | 7.5545e-01  | 7.2196e-05  |      1      |  1.00e+00   |    0.00     
    10713    |    60692    |   155.48    | 7.5545e-01  | 2.2614e-04  |      3      |  4.00e+00   |    0.00     
    10714    |    60698    |   155.50    | 7.5545e-01  | 1.1006e-04  |      2      |  2.00e+00   |    0.00     
    10715    |    60702    |   155.51    | 7.5545e-01  | 9.0082e-05  |      1      |  1.00e+00   |    0.00     
    10716    |    60708    |   155.52    | 7.5545e-01  | 2.7333e-04  |      2      |  2.00e+00   |    0.00     
    10717    |    60712    |   155.53    | 7.5545e-01  | 3.3180e-04  |      1      |  1.00e+00   |    0.00     
    10718    |    60718    |   155.54    | 7.5545e-01  | 1.2766e-04  |      2      |  2.00e+00   |    0.00     
    10719    |    60722    |   155.55    | 7.5545e-01  | 5.7577e-05  |      1      |  1.00e+00   |    0.00     
    10720    |    60726    |   155.56    | 7.5545e-01  | 5.3861e-05  |      1      |  1.00e+00   |    0.00     
    10721    |    60732    |   155.58    | 7.5545e-01  | 1.3483e-04  |      2      |  2.00e+00   |    0.00     
    10722    |    60736    |   155.59    | 7.5545e-01  | 1.0338e-04  |      1      |  1.00e+00   |    0.00     
    10723    |    60742    |   155.60    | 7.5545e-01  | 8.3487e-05  |      2      |  2.00e+00   |    0.00     
    10724    |    60746    |   155.61    | 7.5545e-01  | 1.5093e-04  |      1      |  1.00e+00   |    0.00     
    10725    |    60750    |   155.62    | 7.5545e-01  | 9.9410e-05  |      1      |  1.00e+00   |    0.00     
    10726    |    60754    |   155.63    | 7.5545e-01  | 8.1824e-05  |      1      |  1.00e+00   |    0.00     
    10727    |    60758    |   155.64    | 7.5545e-01  | 1.2747e-04  |      1      |  1.00e+00   |    0.00     
    10728    |    60762    |   155.65    | 7.5545e-01  | 1.0468e-04  |      1      |  1.00e+00   |    0.00     
    10729    |    60766    |   155.66    | 7.5545e-01  | 1.0294e-04  |      1      |  1.00e+00   |    0.00     
    10730    |    60770    |   155.67    | 7.5545e-01  | 1.8644e-04  |      1      |  1.00e+00   |    0.00     
    10731    |    60774    |   155.67    | 7.5545e-01  | 1.2372e-04  |      1      |  1.00e+00   |    0.00     
    10732    |    60778    |   155.68    | 7.5545e-01  | 1.2915e-04  |      1      |  1.00e+00   |    0.00     
    10733    |    60788    |   155.71    | 7.5545e-01  | 3.1353e-04  |      2      |  6.34e-01   |    0.00     
    10734    |    60792    |   155.72    | 7.5545e-01  | 1.1355e-04  |      1      |  1.00e+00   |    0.00     
    10735    |    60798    |   155.74    | 7.5545e-01  | 1.6081e-04  |      2      |  2.00e+00   |    0.00     
    10736    |    60804    |   155.75    | 7.5545e-01  | 1.2866e-04  |      2      |  2.00e+00   |    0.00     
    10737    |    60808    |   155.76    | 7.5545e-01  | 1.2744e-04  |      1      |  1.00e+00   |    0.00     
    10738    |    60818    |   155.79    | 7.5545e-01  | 2.6126e-04  |      2      |  5.48e-01   |    0.00     
    10739    |    60822    |   155.80    | 7.5545e-01  | 1.1420e-04  |      1      |  1.00e+00   |    0.00     
    10740    |    60828    |   155.82    | 7.5545e-01  | 8.4465e-05  |      2      |  2.00e+00   |    0.00     
    10741    |    60834    |   155.83    | 7.5545e-01  | 1.3905e-04  |      2      |  2.00e+00   |    0.00     
    10742    |    60840    |   155.85    | 7.5545e-01  | 2.8167e-04  |      2      |  2.00e+00   |    0.00     
    10743    |    60846    |   155.86    | 7.5545e-01  | 1.1271e-04  |      2      |  2.00e+00   |    0.00     
    10744    |    60850    |   155.87    | 7.5545e-01  | 9.9918e-05  |      1      |  1.00e+00   |    0.00     
    10745    |    60856    |   155.89    | 7.5545e-01  | 1.7075e-04  |      2      |  2.00e+00   |    0.00     
    10746    |    60860    |   155.90    | 7.5545e-01  | 1.2538e-04  |      1      |  1.00e+00   |    0.00     
    10747    |    60864    |   155.90    | 7.5545e-01  | 7.7988e-05  |      1      |  1.00e+00   |    0.00     
    10748    |    60868    |   155.91    | 7.5545e-01  | 9.1222e-05  |      1      |  1.00e+00   |    0.00     
    10749    |    60872    |   155.92    | 7.5545e-01  | 1.1451e-04  |      1      |  1.00e+00   |    0.00     
    10750    |    60876    |   155.93    | 7.5545e-01  | 9.8925e-05  |      1      |  1.00e+00   |    0.00     
    10751    |    60880    |   155.94    | 7.5545e-01  | 1.8302e-04  |      1      |  1.00e+00   |    0.00     
    10752    |    60886    |   155.96    | 7.5545e-01  | 2.2263e-04  |      2      |  2.00e+00   |    0.00     
    10753    |    60892    |   155.97    | 7.5545e-01  | 1.9364e-04  |      2      |  2.00e+00   |    0.00     
    10754    |    60896    |   155.98    | 7.5545e-01  | 2.5648e-04  |      1      |  1.00e+00   |    0.00     
    10755    |    60900    |   155.99    | 7.5545e-01  | 1.0739e-04  |      1      |  1.00e+00   |    0.00     
    10756    |    60904    |   156.00    | 7.5545e-01  | 1.2326e-04  |      1      |  1.00e+00   |    0.00     
    10757    |    60908    |   156.01    | 7.5545e-01  | 2.4429e-04  |      1      |  1.00e+00   |    0.00     
    10758    |    60914    |   156.02    | 7.5545e-01  | 1.4436e-04  |      2      |  2.00e+00   |    0.00     
    10759    |    60922    |   156.04    | 7.5545e-01  | 1.7694e-04  |      3      |  4.00e+00   |    0.00     
    10760    |    60932    |   156.07    | 7.5545e-01  | 3.8972e-04  |      2      |  5.77e-01   |    0.00     
    10761    |    60938    |   156.09    | 7.5545e-01  | 1.3556e-04  |      2      |  2.00e+00   |    0.00     
    10762    |    60944    |   156.10    | 7.5545e-01  | 1.4823e-04  |      2      |  2.00e+00   |    0.00     
    10763    |    60948    |   156.11    | 7.5545e-01  | 1.2103e-04  |      1      |  1.00e+00   |    0.00     
    10764    |    60952    |   156.12    | 7.5545e-01  | 1.0359e-04  |      1      |  1.00e+00   |    0.00     
    10765    |    60956    |   156.13    | 7.5545e-01  | 1.0014e-04  |      1      |  1.00e+00   |    0.00     
    10766    |    60960    |   156.14    | 7.5545e-01  | 7.0381e-05  |      1      |  1.00e+00   |    0.00     
    10767    |    60970    |   156.17    | 7.5545e-01  | 1.9887e-04  |      2      |  5.71e-01   |    0.00     
    10768    |    60974    |   156.18    | 7.5545e-01  | 9.0272e-05  |      1      |  1.00e+00   |    0.00     
    10769    |    60978    |   156.19    | 7.5545e-01  | 1.2371e-04  |      1      |  1.00e+00   |    0.00     
    10770    |    60984    |   156.20    | 7.5545e-01  | 2.1985e-04  |      2      |  2.00e+00   |    0.00     
    10771    |    60992    |   156.22    | 7.5545e-01  | 1.1336e-04  |      3      |  4.00e+00   |    0.00     
    10772    |    60996    |   156.23    | 7.5545e-01  | 1.8287e-04  |      1      |  1.00e+00   |    0.00     
    10773    |    61000    |   156.24    | 7.5545e-01  | 7.6617e-05  |      1      |  1.00e+00   |    0.00     
    10774    |    61006    |   156.26    | 7.5545e-01  | 8.6612e-05  |      2      |  2.00e+00   |    0.00     
    10775    |    61012    |   156.27    | 7.5545e-01  | 6.7957e-05  |      2      |  2.00e+00   |    0.00     
    10776    |    61022    |   156.30    | 7.5545e-01  | 1.6580e-04  |      2      |  2.54e-01   |    0.00     
    10777    |    61026    |   156.31    | 7.5545e-01  | 9.7828e-05  |      1      |  1.00e+00   |    0.00     
    10778    |    61032    |   156.33    | 7.5545e-01  | 1.0835e-04  |      2      |  2.00e+00   |    0.00     
    10779    |    61042    |   156.35    | 7.5545e-01  | 1.6256e-04  |      4      |  8.00e+00   |    0.00     
    10780    |    61052    |   156.39    | 7.5545e-01  | 8.1034e-05  |      2      |  1.23e-01   |    0.00     
    10781    |    61056    |   156.39    | 7.5545e-01  | 6.1255e-05  |      1      |  1.00e+00   |    0.00     
    10782    |    61060    |   156.40    | 7.5545e-01  | 1.4040e-04  |      1      |  1.00e+00   |    0.00     
    10783    |    61070    |   156.44    | 7.5545e-01  | 7.4934e-05  |      2      |  3.88e-01   |    0.00     
    10784    |    61076    |   156.45    | 7.5545e-01  | 9.3735e-05  |      2      |  2.00e+00   |    0.00     
    10785    |    61082    |   156.47    | 7.5545e-01  | 7.8757e-05  |      2      |  2.00e+00   |    0.00     
    10786    |    61086    |   156.47    | 7.5545e-01  | 6.0364e-05  |      1      |  1.00e+00   |    0.00     
    10787    |    61090    |   156.48    | 7.5545e-01  | 6.1510e-05  |      1      |  1.00e+00   |    0.00     
    10788    |    61094    |   156.49    | 7.5545e-01  | 7.8824e-05  |      1      |  1.00e+00   |    0.00     
    10789    |    61098    |   156.50    | 7.5545e-01  | 1.2576e-04  |      1      |  1.00e+00   |    0.00     
    10790    |    61102    |   156.51    | 7.5545e-01  | 1.6838e-04  |      1      |  1.00e+00   |    0.00     
    10791    |    61106    |   156.52    | 7.5545e-01  | 1.0773e-04  |      1      |  1.00e+00   |    0.00     
    10792    |    61112    |   156.53    | 7.5545e-01  | 9.5263e-05  |      2      |  2.00e+00   |    0.00     
    10793    |    61118    |   156.55    | 7.5545e-01  | 6.0810e-05  |      2      |  2.00e+00   |    0.00     
    10794    |    61122    |   156.56    | 7.5545e-01  | 1.5426e-04  |      1      |  1.00e+00   |    0.00     
    10795    |    61128    |   156.57    | 7.5545e-01  | 7.3744e-05  |      2      |  2.00e+00   |    0.00     
    10796    |    61134    |   156.59    | 7.5545e-01  | 6.6165e-05  |      2      |  2.00e+00   |    0.00     
    10797    |    61140    |   156.60    | 7.5545e-01  | 1.9301e-04  |      2      |  2.00e+00   |    0.00     
    10798    |    61144    |   156.61    | 7.5545e-01  | 1.2946e-04  |      1      |  1.00e+00   |    0.00     
    10799    |    61148    |   156.62    | 7.5545e-01  | 7.5827e-05  |      1      |  1.00e+00   |    0.00     
    10800    |    61152    |   156.63    | 7.5545e-01  | 5.9416e-05  |      1      |  1.00e+00   |    0.00     
    10801    |    61156    |   156.64    | 7.5545e-01  | 1.0725e-04  |      1      |  1.00e+00   |    0.00     
    10802    |    61166    |   156.67    | 7.5545e-01  | 8.4597e-05  |      2      |  4.89e-01   |    0.00     
    10803    |    61170    |   156.68    | 7.5545e-01  | 6.1884e-05  |      1      |  1.00e+00   |    0.00     
    10804    |    61176    |   156.69    | 7.5545e-01  | 9.4920e-05  |      2      |  2.00e+00   |    0.00     
    10805    |    61180    |   156.70    | 7.5545e-01  | 1.3088e-04  |      1      |  1.00e+00   |    0.00     
    10806    |    61184    |   156.71    | 7.5545e-01  | 5.5181e-05  |      1      |  1.00e+00   |    0.00     
    10807    |    61188    |   156.72    | 7.5545e-01  | 5.5181e-05  |      1      |  1.00e+00   |    0.00     
    10808    |    61194    |   156.74    | 7.5545e-01  | 1.2907e-04  |      2      |  2.00e+00   |    0.00     
    10809    |    61200    |   156.75    | 7.5545e-01  | 1.3093e-04  |      2      |  2.00e+00   |    0.00     
    10810    |    61204    |   156.76    | 7.5545e-01  | 1.6464e-04  |      1      |  1.00e+00   |    0.00     
    10811    |    61208    |   156.77    | 7.5545e-01  | 6.7433e-05  |      1      |  1.00e+00   |    0.00     
    10812    |    61214    |   156.78    | 7.5545e-01  | 1.8387e-04  |      2      |  2.00e+00   |    0.00     
    10813    |    61222    |   156.80    | 7.5545e-01  | 9.1118e-05  |      3      |  4.00e+00   |    0.00     
    10814    |    61228    |   156.82    | 7.5545e-01  | 1.1687e-04  |      2      |  2.00e+00   |    0.00     
    10815    |    61234    |   156.83    | 7.5545e-01  | 8.8056e-05  |      2      |  2.00e+00   |    0.00     
    10816    |    61238    |   156.84    | 7.5545e-01  | 2.0158e-04  |      1      |  1.00e+00   |    0.00     
